Window_ID,Narrative_Progress,Valence_Ridge_Smooth,Arousal_Ridge_Smooth,Dominance_Ridge_Smooth,VAD_range,Convergence,Entrapment,Entr_Index,Episode_ID,Center_Sentence
150,0.1942633637548891,4.168894132549862,3.737001355468265,4.100004507693278,0.4318927770815968,1,1,4.685359979511387,1,"The chief clerk now raised his voice, “Mr. Samsa”, he called to him, “what is wrong?"
151,0.195567144719687,4.153924182568811,3.7363297412425416,4.07810902650073,0.4175944413262691,1,1,4.779302295498582,1,"You barricade yourself in your room, give us no more than yes or no for an answer, you are causing serious and unnecessary concern to your parents and you fail—and I mention this just by the way—you fail to carry out your business duties in a way that is quite unheard of."
152,0.196870925684485,4.124189558041595,3.764691267032209,4.042405433770086,0.3594982910093858,1,1,5.058503732905928,1,"I’m speaking here on behalf of your parents and of your employer, and really must request a clear and immediate explanation."
153,0.1981747066492829,4.058298870721364,3.766160469578886,3.964567347186995,0.2921384011424779,1,1,5.435409723801526,1,"I am astonished, quite astonished."
154,0.1994784876140808,4.160704583504368,3.7209428274853176,4.048647577289458,0.43976175601905076,1,1,4.790078651481631,1,"I thought I knew you as a calm and sensible person, and now you suddenly seem to be showing off with peculiar whims."
155,0.2007822685788787,4.19091506735406,3.772742432135654,4.098539782334196,0.41817263521840564,1,1,4.779619510112983,1,"This morning, your employer did suggest a possible reason for your failure to appear, it’s true—it had to do with the money that was recently entrusted to you—but I came near to giving him my word of honour that that could not be the right explanation."
164,0.2125162972620599,3.812992142477421,3.6920348476373297,4.267498305125214,0.5754634574878841,0,1,4.81110120888296,2,I’m just getting out of bed.
165,0.2138200782268579,3.539371661634797,3.783991521072715,4.110102753578378,0.5707310919435806,0,1,6.228384609465257,2,It’s not quite as easy as I’d thought.
166,0.2151238591916558,3.2923693179148543,3.837575763454185,3.969237740268141,0.6768684223532868,0,1,7.390114773194153,2,"I’m quite alright now, though."
167,0.2164276401564537,3.233482423815355,3.863035506382172,3.9205155520705217,0.6870331282551669,0,1,7.760182433173549,2,"It’s shocking, what can suddenly happen to a person!"
168,0.2177314211212516,3.300667484588308,3.85160853731039,3.9547499141181337,0.6540824295298258,0,1,7.4682353300973965,2,"I was quite alright last night, my parents know about it, perhaps better than me, I had a small symptom of it last night already."
169,0.2190352020860495,3.3648501861013176,3.822970381044912,3.962269767276083,0.5974195811747656,0,1,7.193623958241154,2,They must have noticed it.
